acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.00305,{'AC/DC'},0.441,324693,0.8690000000000001,0,5wTuWXWREngkFGtBXhOaI9,0.104,9,0.0867,-3.9,1,Problem Child,54,1977-03-21,0.129,134.214,0.6990000000000001,1977
0.416,"{'Jim Morrison', 'The Doors'}",0.764,170667,0.48,0,5XTdMVT5i5qcfyTXWxhxVZ,0.316,0,0.109,-13.63,1,Ghost Song,56,1978-01-01,0.0819,110.174,0.705,1978
0.166,{'Dire Straits'},0.633,229027,0.7979999999999999,0,3mwFncaI2HBczQ92GP9MQF,0.617,1,0.0812,-9.313,0,Lady Writer,45,1979-06-15,0.0281,147.645,0.963,1979
0.279,{'The Stylistics'},0.765,353680,0.5720000000000001,0,7fAe2PjWPfVdEur3xUCcvt,0.000416,9,0.0669,-9.14,0,Hurry Up This Way Again,46,1980-01-01,0.0508,149.829,0.8009999999999999,1980
0.7020000000000001,{'Julio Iglesias'},0.43,198200,0.25,0,2YhVvYKpwAFM01pCAn0rTW,0.0,0,0.383,-17.067,1,De Niña a Mujer,57,1981-01-01,0.029,104.387,0.413,1981
0.185,{'Rush'},0.522,222320,0.812,0,2l1AraumK6y3VUwi8Bw7iJ,0.182,2,0.0878,-9.651,1,New World Man,46,1982-09-09,0.0383,157.912,0.8640000000000001,1982
0.0165,{'John Mellencamp'},0.782,214133,0.905,0,4uqmzWlYa0eLKmbcHNgLej,1.37e-06,7,0.0797,-3.56,1,Crumblin' Down,46,1983-01-01,0.0789,126.748,0.667,1983
0.0145,{'Dokken'},0.523,267227,0.8420000000000001,0,2QarjsUyOIxGeUA3sR1xSZ,0.0015,11,0.112,-7.474,0,Into the Fire,48,1984-09-11,0.0473,132.091,0.343,1984
0.0378,"{'Eurythmics', 'Annie Lennox', 'Dave Stewart'}",0.613,268240,0.912,0,1lJZSsMoWEbrgaY6CxPMf8,3.65e-05,2,0.52,-4.638,1,Would I Lie to You? - Remastered Version,50,1985-04-29,0.0328,131.968,0.733,1985
0.0474,{'The Smiths'},0.399,191920,0.904,0,1JXpzsOgH0lA3JU7wyRzwJ,1.35e-06,1,0.532,-4.607,0,Bigmouth Strikes Again - 2017 Master,55,1986-06-16,0.041,134.892,0.879,1986
0.17,{'The Ronettes'},0.51,159760,0.619,0,64tCsJOa1BkDS09PuqTEy6,1.06e-06,4,0.0664,-12.806,1,Be My Baby,56,1987-09-24,0.037000000000000005,129.482,0.823,1987
0.0109,{'Tears For Fears'},0.209,376733,0.795,0,0PbAyLrJRDxckQBLQ2Addc,5.6299999999999986e-05,0,0.355,-7.241,1,Sowing The Seeds Of Love,63,1989-09-25,0.0443,171.975,0.682,1989
0.522,{'Luis Miguel'},0.542,272827,0.665,0,27XboT5Wb8VOn7A0heo3Ei,0.0,0,0.177,-8.121,1,Tengo Todo Excepto a Ti,69,1990-01-01,0.0297,147.977,0.417,1990
0.0502,{'DJ Quik'},0.965,323267,0.449,1,2hluGQtmPypU3tsQudCQ3U,1.17e-06,0,0.267,-15.225,1,Tonite,55,1991-01-01,0.237,105.392,0.722,1991
0.0192,{'Dr. Dre'},0.5670000000000001,288560,0.6779999999999999,1,0JSCZdPOPR7d8Mfi09tIxU,1.61e-06,7,0.113,-8.442,1,Bitches Ain't Shit,59,1992-12-15,0.209,90.862,0.777,1992
0.00677,{'Big Head Todd and The Monsters'},0.711,376533,0.618,0,59xrC6NUUNt24Lft63CjiD,0.00916,7,0.116,-10.742,1,Bittersweet,54,1993-02-23,0.0332,116.809,0.5329999999999999,1993
0.115,{'Tim McGraw'},0.721,178867,0.735,0,65N3RYCN1DgfY0Zcv5k9kr,0.0,5,0.0499,-11.849,0,Down On The Farm,56,1994-03-22,0.0284,127.575,0.961,1994
0.0682,{'Jodeci'},0.7090000000000001,379240,0.52,0,43sNw9nvGYGLYnNiwI8oMZ,0.0,5,0.0629,-9.365,0,Freek'n You,59,1995-01-01,0.0301,134.173,0.453,1995
0.503,{'Eddie Santiago'},0.653,296920,0.748,0,5Ba4YFq13YdsTosd7mwqzi,3.43e-05,10,0.0787,-7.895,1,Lluvia,61,1996-02-19,0.0378,165.048,0.77,1996
0.397,"{'Diddy', 'The Notorious B.I.G.', 'Busta Rhymes'}",0.609,296267,0.731,1,2B9aYvlGefTIgKLhM6ia8t,0.0,9,0.664,-6.846,1,Victory (feat. The Notorious B.I.G. & Busta Rhymes),61,1997-01-01,0.322,91.778,0.685,1997
0.0942,"{'Marty Stuart', 'Earl Scruggs', 'Clint Black', 'Joe Diffie', 'Merle Haggard', 'Emmylou Harris', 'Alison Krauss', 'Patty Loveless', 'Ricky Skaggs', 'Pam Tillis', 'Randy Travis', 'Travis Tritt', 'Dwight Yoakam'}",0.35200000000000004,361093,0.601,0,5KMWwtJv3Ll2ROZfMerQs0,0.0105,7,0.117,-12.646,1,Same Old Train,57,1998-09-09,0.0323,107.546,0.37,1998
0.00106,{'Incubus'},0.5820000000000001,200493,0.765,0,6ISuXA3UCPMtsyEUGUTAyn,0.0506,9,0.344,-6.544,1,Stellar,60,1999-10-26,0.0376,128.164,0.528,1999
5.59e-05,{'The Offspring'},0.491,202573,0.966,0,6hwQ69v7VbPhTTR2fOtYX7,0.0,4,0.307,-4.28,1,Want You Bad,66,2000-11-14,0.0538,105.544,0.614,2000
0.000456,{'The Strokes'},0.408,224333,0.665,0,0OM9ri37LIbPc9hffwsyb1,0.863,7,0.0888,-6.2860000000000005,1,Hard To Explain,57,2001-07-30,0.0578,82.525,0.667,2001
0.202,{'The Devil Makes Three'},0.5710000000000001,200720,0.4270000000000001,0,7FqrsV0vBwNiQNQI6jfzni,0.0,11,0.1,-7.574,1,Old Number Seven,60,2002-11-01,0.0405,142.454,0.894,2002
0.0007059999999999999,{'Fall Out Boy'},0.628,191373,0.8859999999999999,0,3JOdLCIBzQYwHIvpN3isVf,0.0,2,0.275,-3.805,1,Grand Theft Autumn / Where Is Your Boy,60,2003-05-06,0.0608,135.45,0.72,2003
0.4320000000000001,{'The Notorious B.I.G.'},0.778,252747,0.578,1,17larILaMHwsprsMFnYI77,0.0,9,0.138,-7.22,0,Big Poppa - 2005 Remaster,63,2004-03-09,0.274,84.48700000000002,0.758,2004
0.0303,{'System Of A Down'},0.274,189440,0.92,0,6oO7WMjD6kEvCITLbVj0mu,0.000412,6,0.115,-4.096,1,Hypnotize,67,2005-11-22,0.0489,153.986,0.0397,2005
0.0613,{'Rodney Atkins'},0.5660000000000001,216773,0.898,0,7vSn3VNbzOtPebdj6ZSebj,0.0,9,0.126,-3.659,1,If You're Going Through Hell (Before The Devil Even Knows),60,2006-07-18,0.0634,115.954,0.7909999999999999,2006
0.0034700000000000004,{'The Wombats'},0.41,161560,0.858,0,6uhvuMDb93ANzVxNABDgf1,0.0,1,0.0897,-5.295,0,Kill the Director,59,2007-07-09,0.0485,161.487,0.962,2007
0.0175,{'O.A.R.'},0.5710000000000001,255493,0.784,0,0J3MfW6wwIBqC4zjp5AbQL,0.0,11,0.19,-6.396,1,Shattered (Turn The Car Around),61,2008-07-15,0.0352,105.973,0.462,2008
0.0163,{'Rascal Flatts'},0.541,242027,0.895,0,2F08d4KocfOdWhn7aK3gDI,0.0,2,0.5710000000000001,-4.884,1,Summer Nights,60,2009-01-01,0.0367,102.078,0.657,2009
0.4270000000000001,{'Billy Currington'},0.769,179907,0.6779999999999999,0,6a7wXoZOARI8IqEXObjhDz,8.04e-06,5,0.0939,-3.725,1,Pretty Good At Drinkin' Beer,63,2010-01-01,0.0315,106.951,0.581,2010
0.282,{'Sara Evans'},0.536,301987,0.65,0,5FIp4LrsffxiHLhmmpCbCx,1.16e-06,2,0.0876,-5.603,1,A Little Bit Stronger,63,2011-03-07,0.0337,147.93,0.28800000000000003,2011
0.000284,{'Train'},0.591,247947,0.935,0,2NniAhAtkRACaMeYt48xlD,0.000278,6,0.142,-2.664,1,50 Ways to Say Goodbye,66,2012-04-17,0.0478,140.043,0.736,2012
0.758,{'Rainbow Kitten Surprise'},0.679,188280,0.63,1,0HsGh7cboYz6cVMIyFrQ8j,7.06e-05,2,0.111,-6.83,1,Devil Like Me,66,2013-11-19,0.158,123.082,0.5579999999999999,2013
0.00256,{'Taylor Swift'},0.598,231000,0.7859999999999999,0,4lIxdJw6W3Fg4vUIYCB0S5,0.00143,2,0.117,-5.572,1,Style,64,2014-10-27,0.0382,95.021,0.456,2014
0.193,{'Lil Uzi Vert'},0.7759999999999999,236000,0.762,1,55Q46o5adtSobImSKrrlqW,0.0,0,0.18,-4.356,1,Top,67,2015-12-18,0.21600000000000005,120.039,0.6779999999999999,2015
0.36,{'Travis Scott'},0.7440000000000001,286236,0.589,1,1Ci4wASMY4xtKVMeHA6Sd5,0.0,5,0.119,-1.218,0,through the late night,72,2016-09-16,0.0359,127.051,0.242,2016
0.472,{'Billie Eilish'},0.6920000000000001,170852,0.394,0,1RGasjWLZ4qMN7wbtkLa3u,0.000191,11,0.117,-8.745,0,my boy,77,2017-12-22,0.207,89.936,0.324,2017
0.325,{'John Mayer'},0.828,216015,0.6890000000000001,0,3bH4HzoZZFq8UpZmI2AMgV,0.0384,7,0.0808,-7.877999999999999,1,New Light,79,2018-05-10,0.0326,123.931,0.853,2018
0.632,{'Lil Tecca'},0.7190000000000001,117013,0.5379999999999999,1,4e0FYxSROat25pH16zMTZI,0.0,11,0.135,-6.897,0,Love Me,79,2019-08-30,0.28,204.132,0.8029999999999999,2019
0.0604,"{'Lady Gaga', 'BLACKPINK'}",0.752,157707,0.87,0,1IWNylpZ477gIVUDpJL66u,1.12e-05,9,0.489,-3.812,0,Sour Candy (with BLACKPINK),86,2020-05-29,0.0623,120.006,0.784,2020
0.994,{'Lionel Hampton Orchestra'},0.425,255053,0.7809999999999999,0,7pSljYza5vKRmrxojVumk0,0.942,1,0.616,-11.255999999999998,0,Swanee River,0,1924-01-01,0.438,165.518,0.738,1924
0.931,"{'Pietro Mascagni', 'Staatskapelle Berlin'}",0.22,262616,0.19,0,2vFrlAPS2xAg7VmUcjrMGH,0.807,7,0.418,-15.872,0,L'amico Fritz: Intermezzo,0,1927-01-01,0.0417,81.315,0.29600000000000004,1927
0.977,{'Carl Woitschach'},0.544,253681,0.784,0,0dpIRtfdEjqYZ4cAZuCzYL,0.904,8,0.445,-5.239,1,Ruhmesmärsche der alten Armee 2. Teil,0,1928-01-01,0.0456,114.444,0.732,1928
0.992,"{'Francisco Canaro', 'Charlo'}",0.679,174840,0.3720000000000001,0,1uQR0gqZGSqjfpSwBJw1cQ,0.321,9,0.442,-6.53,1,Flor de Rea,0,1929-01-01,0.0641,118.763,0.932,1929
0.996,{'Sotiris Stasinopoulos'},0.36,208827,0.22,0,0QKqhDi9eynfxHQ1LQx8Lb,0.871,0,0.134,-14.635,1,Drosoula,0,1930-01-01,0.0428,69.597,0.5720000000000001,1930
0.991,{'Francisco Canaro'},0.848,176000,0.28800000000000003,0,2sT2Jrv8ENRW9ZsdHqlRoy,0.931,9,0.345,-16.54,1,El Flamenco - Instrumental (Remasterizado),0,1931-12-14,0.225,124.722,0.968,1931
0.982,"{'Francisco Canaro', 'Agustín Irusta'}",0.504,200493,0.561,0,3IriMFAui1qn7c4hBrA3IW,5.2e-06,1,0.142,-4.7780000000000005,0,Cariño de Madre - Remasterizado,0,1932-12-19,0.0724,175.951,0.608,1932
0.95,"{'Billie Holiday', 'Teddy Wilson'}",0.635,185213,0.254,0,2WUUR0JVFaWZYRSVLee5jH,0.00304,9,0.304,-12.311,0,If Dreams Come True (with Teddy Wilson & His Orchestra) - Take 2,9,1933-01-01,0.126,169.252,0.691,1933
0.994,"{'Francisco Canaro', 'Ernesto Fama'}",0.601,163000,0.257,0,3K14rlNhGHSM7gsII4G2tr,0.87,8,0.203,-14.897,1,No Quiero Verlo Más - Remasterizado,0,1934-01-03,0.145,127.353,0.782,1934
0.255,{'Эрнест Хемингуэй'},0.723,108900,0.14,1,0P07kX1bWXrDZ5xSkcIard,0.0,11,0.266,-17.782,0,Часть 48.3 - Зеленые холмы Африки,0,1935-01-01,0.901,124.107,0.78,1935
0.62,{'Legión Española'},0.617,164293,0.474,0,1m13dykP8WB5fMCiAtPVHp,0.965,0,0.267,-8.799,1,La Vuelta de los Voluntarios - Remastered,5,1936-06-15,0.0351,129.452,0.897,1936
0.993,{'Ελευθέριος Βενιζέλος'},0.544,121626,0.57,0,1ytOP7j9BC46u4aq6bP6WS,1.08e-06,2,0.384,-16.878,1,Ομιλία του Ελευθέριου Βενιζέλου προς τον Ελληνικό λαό,0,1937-01-01,0.564,40.355,0.691,1937
0.993,{'Vishnupant Jog'},0.369,203749,0.233,0,31MNXI5gCqNDamFM63hrUb,0.659,5,0.308,-11.58,1,Roop Ka Mela Laga,0,1938-12-31,0.208,73.413,0.528,1938
0.937,{'Jimmie Lunceford'},0.627,170693,0.331,0,6M1gVKugLT1ZnKdYzBiujI,0.0848,5,0.122,-12.997,1,"Baby, Won't You Please Come Home",7,1939-01-01,0.292,172.34400000000005,0.913,1939
0.0278,{'Эрнест Хемингуэй'},0.7170000000000001,189937,0.122,1,09ilH8wdlDbzx9xSu4Rc9v,0.0,7,0.293,-19.555,1,Часть 46.4 & Часть 47.1 - По ком звонит колокол,0,1940-01-01,0.951,126.929,0.735,1940
0.932,{'Earl Hines & His Orchestra'},0.617,160920,0.149,0,1UGn4vpeEpyJZKZwuxKqdj,1.52e-06,6,0.155,-11.932,0,It Had to Be You,2,1941-01-01,0.0377,104.77,0.401,1941
0.995,"{'Nalini Jaywant', 'Rajkumari'}",0.632,200733,0.119,0,0oFVdZRvdinqvY8YfaGQ9z,0.0386,8,0.141,-11.865,1,Aankh Micholi Aao Sakhi Khelen,0,1942-12-31,0.257,80.158,0.7090000000000001,1942
0.994,{'K.C.Dey'},0.474,182968,0.0661,0,2nP6cEGE76QuJhj505nzNY,0.932,11,0.156,-18.745,1,Mange Ja Mange Ja Har Bar,0,1943-01-01,0.0846,67.633,0.3,1943
0.982,{'Master Ebrahim'},0.487,223343,0.446,0,1qVNBhkNTRoOFhH9PRlxny,0.926,5,0.312,-8.995,1,Jhoomta Mausam Mast Mahina - Instrumental,0,1944-12-01,0.0424,141.27100000000004,0.7090000000000001,1944
0.994,{'Albeli'},0.637,173865,0.185,0,02emo8mjhf9FIbuBnzbBCM,0.941,10,0.16399999999999998,-12.337,1,Tu Taar Baja Main Gaati Hoon,0,1945-12-31,0.354,84.705,0.927,1945
0.861,"{'Miklós Rózsa', 'Jascha Heifetz', 'Gregor Piatigorsky'}",0.223,67400,0.125,0,0UQ4XOWMJ4thMWGsy53cRr,0.858,4,0.327,-21.83,0,"Sinfonia concertante, Op. 29: Tema con variazioni: Variation I",0,1946-01-01,0.046,127.842,0.482,1946
0.994,{'Master Krishnarao'},0.547,206907,0.261,0,0aIBtaXF0sttyfzWFnc4nH,0.8059999999999999,1,0.129,-10.239,1,Sote Ho Kya Girdhari,0,1947-12-31,0.104,60.495,0.7490000000000001,1947
0.994,"{'Johann Sebastian Bach', 'Igor Stravinsky', 'CBC Symphony Orchestra'}",0.502,70467,0.14400000000000002,0,0IhYLzpFUUjjALqkXdMH7M,0.399,7,0.16,-21.444000000000006,1,"Chorale Variations on the Christmas Carol Vom Himmel hoch da komm' ich her"""," BWV 769: Variation II (Alio modo in Canone alla Quinta)""",0-01-01,1948,0.0321,84.165,0.696,1948
0.99,"{'Erik Satie', 'Pierre Bernac', 'Francis Poulenc'}",0.484,63960,0.377,0,0KwnQvKnkx1JpSDz44V3L9,0.00102,8,0.0965,-10.142,1,Trois Melodies: Le Chapelier,10,1949-01-01,0.0437,93.784,0.239,1949
0.931,{'Johnnie Ray'},0.655,156413,0.318,0,7zmsP4U5puj7arUdK4LPUC,0.0,5,0.0673,-8.681000000000001,1,Just Walkin' In the Rain,8,1950-01-01,0.0337,98.053,0.645,1950
0.7509999999999999,{'Gerry Mulligan'},0.419,244600,0.256,0,2eGX6k2oykrQrUdbKhs6ek,0.0,5,0.223,-15.19,1,Mullenium,7,1951-01-01,0.0422,96.935,0.809,1951
0.992,{'Oscar Peterson'},0.73,237000,0.129,0,6QcFnBjqcOKf93DYONlmPA,0.934,1,0.11,-17.288,1,Don't Get Around Much Anymore,8,1952-12-02,0.0514,106.362,0.398,1952
0.949,"{'Doris Day', 'Paul Weston And His Orchestra', 'The Norman Luboff Choir'}",0.18600000000000005,180747,0.124,0,5rmPUQeZTJd0gyBHeenUAm,0.000589,0,0.33,-14.148,1,Your Eyes Have Told Me So (with Paul Weston & His Orchestra & The Norman Luboff Choir),7,1953-04-01,0.0361,173.588,0.11,1953
0.985,{'Thelonious Monk'},0.516,184333,0.157,0,18rSigz79Wd8Rd90TspNwB,0.8490000000000001,10,0.0812,-14.451,1,Evidence,15,1954-05-26,0.0565,89.052,0.467,1954
0.7979999999999999,{'Bill Haley & His Comets'},0.775,164560,0.843,0,220hdVDFHxIuTvwPGyMFcl,3.96e-05,2,0.322,-7.143,1,Burn That Candle,22,1955-12-19,0.0524,92.966,0.775,1955
0.898,"{'Robert Coote', 'Rex Harrison', 'Philippa Bevans', 'Rosemary Gaines', Colleen O'Connor""", 'Muriel Shaw', 'Gloria van Dorpe'," 'Glenn Kezer'}""",0.5770000000000001,260973,0.441,0,3FJwJWZZBVV9W1I40Q0LyQ,1.82e-06,0,0.405,-10.534,1-01-01,You Did It,23,1956,0.297,80.495,0.584,1956
0.73,{'Javier Solís'},0.378,182933,0.233,0,1HI5Wqec2VVShZXHQQDIzL,0.0,0,0.28600000000000003,-11.368,1,Llegando a Ti (Poco a Poco),34,1957-01-01,0.0422,133.401,0.423,1957
0.8640000000000001,{'Frankie Laine'},0.5579999999999999,174693,0.301,0,27jaiKKAGY0HXVXkOGnUJW,0.0,2,0.16,-15.253,1,Moonlight Gambler,34,1958-01-01,0.0362,123.624,0.473,1958
0.7170000000000001,{'Ornette Coleman'},0.607,544826,0.063,0,4TrzjMsOnd1KWkWrsDRB3u,0.4370000000000001,11,0.11,-15.438,1,Peace,32,1959-01-01,0.056,126.76,0.18600000000000005,1959
0.816,{'Dean Martin'},0.591,144400,0.221,0,2cCbzl5QTO0bWgjRPI6yPY,0.0,1,0.16399999999999998,-13.677,0,Please Don't Talk About Me When I'm Gone,29,1960-01-01,0.0358,133.039,0.6759999999999999,1960
0.156,"{'Duke Ellington', 'Count Basie'}",0.466,225667,0.298,0,1t6dAVi6Wvx0ivCyUpbABL,0.588,1,0.163,-14.669,1,"Take the A"" Train""",31,1961-01-01,0.112,162.85299999999995,0.48,1961
0.967,{'Tony Bennett'},0.172,187587,0.264,0,0VSkGr3AikTWSUaJQL6GNC,2.27e-05,6,0.211,-12.149,1,Stranger in Paradise - Remastered,36,1962-01-01,0.031,84.60799999999998,0.145,1962
0.846,{'Marty Robbins'},0.51,153733,0.174,0,4jVPNIlmMy6bTO6ZMf9cCe,1.99e-06,2,0.13,-15.015999999999998,1,The Bend in the River,32,1963-12-17,0.0425,111.846,0.29600000000000004,1963
0.769,{'Bob Dylan'},0.474,232693,0.341,0,70yzmEXaSuyddduotWyeZf,0.0,0,0.0878,-8.877,1,To Ramona,37,1964-08-08,0.0554,165.40599999999995,0.329,1964
0.0948,{'Gary Lewis & The Playboys'},0.604,145867,0.757,0,7oyWv82I9J915DAspliyq7,8.45e-05,2,0.0723,-6.367000000000001,1,Everybody Loves A Clown - Remastered,36,1965-01-01,0.035,135.57399999999998,0.649,1965
0.469,{'The Beach Boys'},0.343,186760,0.495,0,2VQhc1Qo1pye020xrtOIVW,0.00117,4,0.395,-9.317,1,I'm Waiting For The Day - Remastered,38,1966-06-16,0.037000000000000005,166.63299999999995,0.544,1966
0.258,{'The Beatles'},0.338,330920,0.47,0,5V3HOUIcQTAdUmzHPcfb6F,0.000205,4,0.889,-10.636,0,A Day In The Life - Remix,43,1967-06-01,0.0552,80.72399999999998,0.107,1967
0.731,{'Jimi Hendrix'},0.46,172200,0.807,0,1jhH7vvy8hoHuc0mGuZsLX,4.52e-05,8,0.0799,-7.237,1,Little Miss Strange,43,1968-10-25,0.086,143.001,0.456,1968
0.935,{'Karen Dalton'},0.429,187280,0.0581,0,4wACv3JAUdAzmRdGat6ZuK,0.62,9,0.11,-22.046,1,It Hurts Me Too,46,1969-01-01,0.0374,180.659,0.281,1969
0.111,{'Simon & Garfunkel'},0.473,155373,0.743,0,4uIjNF84ZbteunNMxr4Xc0,0.0,8,0.58,-7.073,1,Keep the Customer Satisfied,49,1970-01-26,0.0456,135.624,0.622,1970
0.4970000000000001,{'David Bowie'},0.607,173760,0.278,0,1w3W1hz6xVUSWkbh0paMgs,0.0,9,0.121,-17.749000000000006,1,Kooks - 2015 Remaster,51,1971-12-17,0.0378,127.172,0.6940000000000001,1971
0.743,{'Tanya Tucker'},0.585,182493,0.42,0,0J6dezPhTa0ePaN87kphCs,6.2e-06,5,0.276,-8.817,1,What's Your Mama's Name Child,42,1972-01-01,0.0531,80.13600000000002,0.512,1972
0.49,{'Cher'},0.527,209200,0.405,0,16ShgoIW9TtfzUFHOJJIvC,0.0,8,0.0936,-14.534,1,Dark Lady,42,1973-01-01,0.0385,146.721,0.439,1973
0.911,{'Funkadelic'},0.453,564067,0.389,0,5SoHb7o13Ckd8VxwRaqKu9,0.0124,4,0.267,-13.143,0,"Good Thoughts, Bad Thoughts",43,1974-07-10,0.0341,109.92,0.235,1974
0.911,"{'Perry Como', 'Mitchell Ayres & His Orchestra', 'The Ray Charles Singers'}",0.695,149827,0.145,0,7vuVvDFhHH3h7QyLMagBoB,0.0,1,0.114,-17.7,1,Catch a Falling Star (with Mitchell Ayres and His Orchestra & The Ray Charles Singers),40,1975-09-30,0.083,118.166,0.535,1975
0.659,{'John Hartford'},0.5379999999999999,206840,0.381,0,2XRwHP0xxXbkPPFj1p5mId,0.0132,9,0.117,-13.979,1,In Tall Buildings,42,1976-01-01,0.032,122.603,0.465,1976
0.0633,{'Fleetwood Mac'},0.722,196853,0.6970000000000001,0,6qgQnmt3blFz1q6RExeQ1v,0.0103,11,0.0675,-7.03,1,I Don't Want to Know - 2004 Remaster,40,1977-02-04,0.0278,139.34799999999998,0.942,1977
0.805,{'John Prine'},0.489,173160,0.0359,0,21Ygx5God9fR59DdBPVbDs,0.0,7,0.181,-23.935,1,Sabu Visits the Twin Cities Alone,43,1978-01-01,0.0418,134.254,0.358,1978
0.0327,{'The Knack'},0.403,189173,0.72,0,426i8hiYTwwlImNaluBb9C,0.0,2,0.159,-9.841,1,Good Girls Don't,45,1979-01-01,0.0395,176.385,0.916,1979
0.475,{'George Benson'},0.835,301026,0.765,0,5gaUkg5JNk8c4mr2jnpX8H,0.0692,1,0.12,-7.831,1,Give Me the Night,52,1980-07-16,0.0681,110.282,0.855,1980
0.132,{'The Rolling Stones'},0.53,203173,0.888,0,7K3rmA4f6NEElsxKEOOt8H,0.0321,5,0.425,-5.127999999999999,1,Little T&A - Remastered,44,1981-08-24,0.0282,136.123,0.833,1981
0.00181,{'Bad Brains'},0.208,177400,0.6890000000000001,1,2z83t0gfxu3Dnb0XUDBR3B,0.012,9,0.293,-11.699000000000002,0,Big Take Over,43,1982-01-01,0.0483,104.242,0.0398,1982
0.309,{'George Strait'},0.626,175373,0.247,0,0Sr1buYAIXIHaYGIGKmfoN,0.0,8,0.0757,-14.287,1,Let's Fall To Pieces Together,42,1983-01-01,0.026,94.072,0.43,1983
0.0221,{'Metallica'},0.301,533493,0.935,0,5zZ74lczJgFtVCeaS11Fo1,0.8540000000000001,9,0.215,-7.584,0,The Call Of Ktulu (Remastered),43,1984-07-27,0.1,139.239,0.145,1984
0.194,{'Kenny Loggins'},0.535,264600,0.415,0,23KhPfX1omMxmfw4TjvfAq,1.4e-05,3,0.242,-11.541,1,Forever,48,1985-05-02,0.0252,80.75,0.224,1985
0.302,{'The Damned'},0.318,218440,0.628,0,34dAKRy0pfwYylW7ivoOgy,0.00435,2,0.14300000000000002,-10.869000000000002,1,Alone Again Or,46,1986-01-01,0.0311,177.03599999999997,0.262,1986
0.00462,{'Michael Jackson'},0.787,247360,0.889,0,2gSNBigeWMVtY3QBIvPAEc,0.423,8,0.0665,-3.786,1,Bad - 2012 Remaster,51,1987-08-31,0.0397,114.091,0.394,1987
0.0693,{'The Escape Club'},0.7809999999999999,342840,0.8140000000000001,0,3aYeGpHny2PVVDqbyvw7lM,0.0,11,0.2,-6.475,0,"Wild, Wild West",43,1988-07-05,0.0785,139.173,0.942,1988
0.00199,{'Bad Religion'},0.217,102293,0.995,0,318CznWjAUDlkYDHP2VYTQ,0.0,7,0.37,-3.02,1,Big Bang,48,1989-01-01,0.191,159.957,0.442,1989
0.161,{'Tesla'},0.333,194933,0.74,1,0lyNsWWnut97Jm8aDnn3Us,0.0,7,0.982,-10.479,1,Signs - Live At The Trocadero / 1990,45,1990-01-01,0.0459,162.042,0.481,1990
0.184,{'Grupo Libra'},0.6829999999999999,206124,0.623,0,1h9dqtUCrtvgdAfIdsvJl3,0.0,7,0.134,-7.931,1,Y Nunca Comprendí,47,1991-12-19,0.0284,119.912,0.6559999999999999,1991
0.0397,{'Mary J. Blige'},0.647,323133,0.6990000000000001,0,0EWT5JnKOf6saRn4ASff3j,3.15e-05,9,0.154,-8.122,0,Reminisce,47,1992-01-01,0.0668,91.435,0.53,1992
0.862,{'Little Walter'},0.6759999999999999,162040,0.334,0,4KMXlzvtC8xjLseDqDjpeU,0.0,5,0.32,-10.572,1,My Babe,55,1993-06-08,0.0508,158.0,0.867,1993
0.0618,{'Smif-N-Wessun'},0.769,237720,0.836,1,5fyRqeycMofUoGmDis5Gu6,0.0,8,0.182,-4.15,1,Bucktown,57,1995-01-01,0.244,88.978,0.6509999999999999,1995
0.299,"{'Jesse Powell', 'Gerald Albright'}",0.722,318467,0.327,0,0hcW7qPqWWJc8189OaqQvX,0.000661,0,0.0549,-9.612,0,You,50,1996-01-01,0.026,112.249,0.266,1996
0.136,{'Sawyer Brown'},0.547,173427,0.887,0,4OCFCX4RSZl8esUMtt3muO,0.0,7,0.142,-2.696,1,Six Days On The Road,53,1997-04-15,0.0518,165.479,0.84,1997
0.0157,{'Gang Starr'},0.532,247333,0.8190000000000001,1,1fotoYONO343JjbC8XvPSl,0.0,6,0.371,-5.282,0,Moment Of Truth,57,1998-03-31,0.256,90.215,0.594,1998
0.82,{'Diana Krall'},0.615,258960,0.177,0,4IVyX0UJzGyUk0MLiz1jVJ,0.000186,5,0.135,-16.925,0,Let's Fall In Love,62,1999-01-01,0.0465,124.558,0.383,1999
0.0901,{'Sade'},0.653,274600,0.433,0,6aXGgKVRGXlMqQYCIQqo4s,0.00394,11,0.0765,-10.487,1,By Your Side,58,2000-11-07,0.0295,146.097,0.5820000000000001,2000
6.39e-05,{'Rob Zombie'},0.617,189133,0.85,0,4P4V9JQhiQEP9hr4U33lEY,2.93e-05,0,0.481,-4.543,1,"Never Gonna Stop (The Red, Red Kroovy)",55,2001-01-01,0.0325,125.03,0.589,2001
0.0811,{'Oasis'},0.379,303133,0.5660000000000001,0,0JbVh3zDHYgVb1QxoNG0hu,1.56e-06,2,0.118,-5.3610000000000015,1,Stop Crying Your Heart Out,54,2002-07-02,0.0296,74.983,0.083,2002
0.275,{'The Postal Service'},0.642,283747,0.7559999999999999,0,2yEvbLwLpEq4Z5yhyQLI0q,0.0281,0,0.103,-7.049,1,The District Sleeps Alone Tonight - Remastered,56,2003-02-19,0.0466,153.983,0.192,2003
0.00727,{'Destiny's Child'},0.8140000000000001,242013,0.899,0,4dvQg9sD8k9y4qiEURuj8v,0.219,1,0.0979,-5.9579999999999975,1,Lose My Breath,57,2004-11-16,0.0637,119.011,0.545,2004
